corpus,record_id,title,year,doi,doc_type,methodology,geography,thesis,theme_1_score,theme_2_score,theme_3_score,theme_4_score,dual_use_explicit,dual_use_direction,dual_use_structural,key_quotes,policy_relevance,via_or_origin
snowball,W2162186953,Qalandia Checkpoint as Space and Nonplace,2011,10.1177/1206331210389260,journal_article,empirical_qualitative,"Palestinian Territories (West Bank, Qalandia checkpoint)","Checkpoints in the Palestinian Territories function as both anthropological spaces and nonplaces, embodying Israeli control and Palestinian spatial fragmentation.",0,2,1,2,no,neither,no,"Nothing is transparent . . . it is never clear who will [pass] and who will not. . . . The reasons [for prohibiting Palestinians from passing] are so numerous, and the use made of them changes so much, that uncertainty becomes the ultimate system of control within the framework of the certainty of the occupation. || Checkpoints form part of the matrix of Israeli occupation, or if one prefers, colonialism and apartheid... which includes the wall/separation barrier... Israeli/settler-only access roads... policies of closures... and bureaucratic controls over Palestinian life. || Israel neither officially acknowledges legal responsibility for checkpoints nor recognizes them as 'sovereign' spaces. In this sense, checkpoints are constructed by the Israeli military not simply as a 'nonplace' but as 'bare space' that is part of a broader philosophical and political casting out of Palestinians as mere zoological humanity.",None,Weizman 2007:forward
snowball,W2126496809,"Explaining spacio-cide in the Palestinian territory: Colonization, separation, and state of exception",2012,10.1177/0011392112456505,journal_article,theoretical,"Palestinian territory (West Bank, Gaza, East Jerusalem)","The Israeli colonial project is 'spacio-cidal'—targeting land to induce 'voluntary' transfer of Palestinians—enabled by a regime of colonization, separation, and state of exception.",0,1,1,3,no,neither,no,"The Israeli settler-colonial project is not a genocidal project in a legal sense but a 'spacio-cidal' one. In every conflict, belligerents define their enemy and shape their mode of action accordingly. In the Palestinian–Israeli conflict, the Israeli target is the place. || The weapons of mass destruction are not so much tanks as bulldozers, which have destroyed streets, houses, cars, and dunam after dunam of olive trees. It is a war in an age of literal agoraphobia, the fear of space, seeking not the division of territory but its abolition. || Spacio-cide is mainly land confiscation in order to construct Jewish settlement, house demolition, and population transfer.","Critiques the Oslo peace process and international community's reluctance to challenge Israeli settlement expansion; suggests that humanitarian organizations (e.g., UNRWA) inadvertently reinforce the state of exception by not advocating for refugee return.",Weizman 2007:forward
snowball,W2023657720,THE LOCATION OF PALESTINE IN GLOBAL COUNTERINSURGENCIES,2010,10.1017/S0020743810000425,journal_article,theoretical,Palestine/global,"Palestine is a crucial node in the global transmission of counterinsurgency techniques, which are persistently used to control populations through spatial destruction and coercion.",1,1,1,3,yes,both,no,"This article concerns the horizontal circuits through which colonial policing or 'security' practices have been transmitted across time or from one location to another, with Palestine as either a point of origin or an intermediary node of transmission. || The use of hostages or human shields was suggested to the Palestine Police by A. F. Perrott of Peshawar: 'It might be worthwhile forming a ""hostage corps"" composed of the sons of hostiles. A couple of these in the front car of a convoy would discourage the use of landmines.' || Much of the old city of Jaffa was destroyed to punish Jaffan protests; this was done under the pretense of city planning and public hygiene and with twenty-four-hours' notice.",None,Weizman 2007:forward
snowball,W2155039585,"Vertical Security in the Megacity: Legibility, Mobility and Aerial Politics",2010,,journal_article,theoretical,global,"Megacity security is increasingly waged and consumed through the helicopter's machinic-prosthetic view, enabling legibility, mobility, and territorialization with violent consequences.",2,2,1,3,tangential,military_to_civil,no,"The article argues that megacity security marches to the rotator-beat of the police helicopter, fuelled by military technophilia (Graham, 2008) and in a context of the biopolitical desertion of the city’s most vulnerable. || By excavating the ambiguities of the helicopter’s machinic-prosthetic view, a perspective which may be distant and abstract, while also near and viscerally present, this article will explore how megacity security is increasingly waged and consumed. || In a way that Loïc Wacquant (2008) says is all but indistinguishable from military incursions into an occupied territory, megacity police forces such as Brazil’s policia militaria routinely intrude into shanty-towns with ‘blitzes’, during which low-flying helicopters knock off tin rooftops and troops break down doors and windows, ransack houses and bully their occupants, fire weapons indiscriminately, close down stores and schools, and carry out mass arrests for ‘vagrancy’.","The paper suggests that permanent community policing, rather than temporary helicopter-based incursions, may be more effective, but also highlights the ambiguity of aerial security and the potential for helicopters to be used for terrorism.",Weizman 2007:forward
snowball,W2508974676,The Occupation of the Senses: The Prosthetic and Aesthetic of State Terror,2017,10.1093/bjc/azw066,journal_article,empirical_qualitative,"Occupied East Jerusalem, Palestine","The settler colonial state uses sensory technologies (visual, auditory, olfactory) to manage and control the colonized population, producing racial exclusivity and spatial domination.",0,2,2,2,no,neither,no,"By 'occupation of the senses', I refer to technologies that manage language, sight, sound, time and space in the colony; the administration of who acts, who speaks, who gives birth and how, and who walks/moves/drives where and how; and what kind of language, music, smells, marches, colours, cultures and scenes are promoted and inscribed over the spaces, lives and bodies of the colonized. || Gil Hochberg (2015: 3) argues that an 'uneven distribution of ""visual rights"" undergirds the relationship between the Israeli occupier and the Palestinian occupied'. For Hochberg, '[h]ow much one can see, what one can see, and in what way one can see or be seen' are outcomes of socially constructed 'visual arrangements' produced and sustained by power relations || The marking of power by maiming a child's sight, produces and reproduces injustice by dispossessing the colonized of the space and also dispossessing the colonized body of its own senses.","The paper calls for criminology to consider crimes against the senses and sensory deprivation as state crime, with implications for international law and human rights frameworks addressing settler colonial violence.",Weizman 2007:forward
snowball,W2137739355,UNMANNING THE POLICE MANHUNT: VERTICAL SECURITY AS PACIFICATION,2013,,journal_article,theoretical,United States,"The repurposing of military drones for domestic policing reveals the continuity of war and police power under the logic of pacification, extending the manhunt as a foundational practice of police power.",2,1,0,2,yes,military_to_civil,tangential,"military aerial drones are now being 'repurposed' as domestic security technologies || a number of our influential products have dual-use capability to locations and missions adjacent to our primary overseas ISR mission. One such example is local law enforcement, emergency first responders and border protection || the police drone is but one of the newest technologies that extends or reproduces the police's own design on the pacification of its territory","The paper critiques the normalization of police drones and the security-accumulation assemblage, but does not offer explicit policy recommendations beyond a call to understand drones within the broader logic of pacification.",Weizman 2007:forward
snowball,W1874759506,Driving while Palestinian in Israel and the West Bank: The politics of disorientation and the routes of a subaltern knowledge,2015,10.1111/amet.12114,journal_article,empirical_qualitative,Israel and the West Bank,"Driving as a practice generates embodied political knowledge for Palestinians, revealing the politics of disorientation and fragmentation under Israeli rule.",0,2,0,2,no,neither,no,"Palestinian knowledge gained on the road is not disembodied and dispassionate... it resists expertise. || The road is not a neutral site of technical governance; it is a space of political hegemony and contestation. || Israel's management of the roads operates for Palestinians as a politics of disorientation, as routes change because of Israeli closure policies and as Palestinians encounter road signs and road infrastructure that subtly elide their presence.","None explicitly; the paper implies the need to recognize subaltern knowledge and the political effects of infrastructure, but offers no direct policy recommendations.",Weizman 2007:forward
snowball,W2120556836,Gated/gating community: the settlement complex in the West Bank,2014,10.1111/tran.12045,journal_article,theoretical,"West Bank, Occupied Palestinian Territories","The Israeli settlement complex in the West Bank functions as a single gated/gating community that gates Palestinian space through a system of settlements, roads, and movement restrictions.",0,0,0,2,no,neither,no,"The argument of this paper, however, is different. The paper suggests that the settlement layout in the West Bank is not just an aggregate of 124 'legal' gated communities and a similar number of 'illegal outposts', but rather a single, contiguous gated community gating, in turn, Palestinian 'islands' within it. || The roads function as a barrier because its crossing is forbidden for Palestinians, and even approaching it is dangerous – be it for fear of harassment by soldiers or Border Patrol policemen, or for fear of the settlers who might be violent and unpredictable. || In the West Bank, self-gating and other-gating are one and the same.","The paper suggests that the gated/gating community model, based on connectivity and exclusionarity, could be replicated elsewhere under perceived threat, with states enhancing connectivity for the privileged while reducing public space and freedom of movement for others.",Weizman 2007:forward
snowball,W2414756256,Camps and Enclaves: Palestine in the Time of Closure,2015,,journal_article,empirical_qualitative,Palestine/West Bank/Gaza,"Refugee camps and enclaves in Palestine share a family resemblance as spatial devices for containing the displaced within a settler-colonial project, with enclaves representing a new form of inclusive exclusion through closure and immobility.",0,1,1,3,no,neither,no,"Enclaves here refer to territory surrounded by a state, where concentrated and confined populations, often culturally distinct and excluded from the state, are subject to its detailed regulations, which include severe restrictions on and close monitoring of place of residency and, most prominently, the scope and speed of mobility. || In 2006, when Dov Weisglass, an adviser to the then Israeli Prime Minister Ehud Olmert, quipped in reference to the siege of Gaza that 'The idea is to put the Palestinians on a diet, but not to make them die of hunger'—a space opened for a critical discussion of bio-power. In enclaved Gaza, Israeli-imposed sanctions form a craftily spun web of restrictions that keeps Palestinian alive, just barely, on a highly restricted diet. || Without a publicly circulated plan to carve out and designate enclaves, they constitute legal and political grey zones with ambiguous borders in contrast to the more distinctly demarcated Bantustans, camps and reservations. This indeterminate grey zone makes life even more unbearable and ultimately more vulnerable.",None,Weizman 2007:forward
snowball,W2278694128,Border collapse and boundary maintenance: militarisation and the micro-geographies of violence in Israel–Palestine,2016,10.1080/0966369X.2015.1136807,journal_article,empirical_qualitative,Israel–Palestine (Tel Aviv and West Jerusalem),"Militarisation shapes micro-geographies of violence in Israel–Palestine through gendered dynamics of border collapse and boundary maintenance, sustaining occupation.",0,0,0,2,no,neither,no,"Drawing upon subaltern geopolitics and feminist geography, this article explores how militarisation shapes micro-geographies of violence and occupation in Israel–Palestine. || Here, the borders between homefront and battlefield break down at the same time as communal boundaries are reproduced, generating conditions of 'total militarism' wherein military interests and agendas are both actively and passively diffused. || As these individuals encounter the occupation in the spaces of everyday life they participate in militarisation, not passively but actively, taking up ambivalent positions that reveal more precisely how hegemonic power endures.",None,Weizman 2007:forward
snowball,W2401488879,Radical Indeterminancies: Affirmations and Subversions of the Separation Wall—The Case of the Palestinian Children of the Junction,2016,10.1080/08865655.2016.1174600,journal_article,theoretical,"Israel/Palestine (West Bank, Jerusalem)","Palestinian children crossing the Separation Wall simultaneously subvert and affirm Israel's performances of separation, revealing the border's epistemological and political functions.",1,2,1,2,no,neither,no,"The crux of my claim here is that these agents’ unique mobility punctuates and challenges Israel’s performances of separation (Jones 2012, 175). || The movements of these children allow us to detail the lived contours of what Eyal Weizman (2007) defines as 'The Hollow Land:' formal and informal spaces, paths and dimensions of passing, that appear and become prominent when and while spatial segregation is radicalized by the state of Israel. || When the child’s body is both a means to a political end, and still a child’s body, we—those who gaze at the child—know the child can no longer be a 'jahhil,' the traditional Palestinian image of a child as carefree and without any sort of political and economic consciousness.","The paper critiques the Israeli state's inaction regarding the Children of the Junction, noting that despite multiple Knesset sub-committee meetings, no practical steps were taken to care for the children. It highlights the bureaucratic and legal lacunae that prevent intervention.",Weizman 2007:forward
snowball,W2990904937,"Disrupting movements, synchronising schedules: Time as an infrastructure of control in East Jerusalem",2019,10.1080/13604813.2019.1689727,journal_article,empirical_qualitative,"East Jerusalem, Israel/Palestine",Time operates as an infrastructure of control in East Jerusalem through two temporal regimes—deregulation (unpredictable) and synchronization (normalized)—that modulate Palestinian inclusion/exclusion and advance Israeli annexation.,0,1,2,2,no,neither,no,"Two temporal regimes are at work in Palestinian Jerusalem simultaneously. One deregulates time, making it unpredictable while causing time–space divergence. ... The other temporal regime, which I have called 'annexation time', normalises Palestinian schedules by synchronising the rhythms of urban mobility between East and West Jerusalem. || Time here functions as an immaterial infrastructure which tethers East Jerusalem to the West of the city and thereby perpetuates its annexation. || GPS devices were installed in the vehicles, allowing the monitoring of each bus’s whereabouts. While in the past, drivers frequently made detours... this was now no longer possible. The Operations Manager explained: 'We can see where he is, and we get an alarm if he goes off his route or is behind schedule.'",Critiques Israeli policy of annexation through temporal control; shows how formalization of Palestinian transport reduces autonomy and normalizes occupation; time as adaptable infrastructure of control.,Weizman 2007:forward
snowball,W2151533360,The Visibility of (In)security: The Aesthetics of Planning Urban Defences Against Terrorism,2009,10.1177/0967010609343299,journal_article,theoretical,"UK, USA (London, Washington DC, New York)","Examines the paradox of visible vs. invisible counter-terrorism measures in urban spaces, showing how overt security can induce fear while invisible security risks uncontested surveillance.",0,1,2,1,no,neither,no,"security is becoming more civic, urban, domestic and personal: security is coming home (Coaffee & Murakami Wood, 2006: 504) || security features can arouse feelings of fear and anxiety by drawing attention to the fact that one’s safety and security is threatened (Boddy, 2007: 279) || invisible security, though potentially more aesthetically pleasing, and offering a redress to the many drawbacks of more obvious and obtrusive security interventions... must itself be treated with a healthy degree of scepticism",Discusses the need for security features to be aesthetically acceptable and warns about the risk of invisible security leading to passive consent and uncontested expansion of surveillance.,Weizman 2007:forward
snowball,W2317246442,How walls do work: Security barriers as devices of interruption and data capture,2016,10.1177/0967010615615729,journal_article,empirical_qualitative,"Multiple: Ceuta/Melilla, Israel/Palestine, Iraq","Security barriers are sociotechnical devices that govern populations through interruption and data capture, going beyond mere blockading.",2,2,3,2,yes,both,tangential,"I argue that understanding barriers as objects on their own stresses their blockading role, whereas employing an analytic of devices, where devices are thought to be productive, foregrounds what barriers work to produce. || The Falluja fence no longer exists, but the data it captured remains in use in Iraq and is still stored on servers in Virginia. || The massive aggregation of secret files on Iraqis, linked to permanent biometric identifiers, creates an unprecedented human rights risk that could easily be exploited by a future government.","Highlights risks of biometric data aggregation and potential for misuse by future governments or non-state actors; cites concerns from EPIC, Privacy International, and Human Rights Watch.",Weizman 2007:forward
snowball,W1860292074,Steel Walls and Picket Fences: Rematerializing the U.S.–Mexican Border in Ambos Nogales,2013,10.1111/aman.12029,journal_article,empirical_qualitative,US-Mexico border (Ambos Nogales),"The materialization of the US-Mexican border through Ambos Nogales emerges dialectically from fortification and transgression, shaping and being shaped by human agency.",0,0,0,2,no,neither,no,"The wall is the most visible and substantial instrument of the United States’ militarization of the Mexican border, but the wall has failed to secure the border. || The wall disrupts lives and breaks bodies. || The increasing militarization of the border with ever-growing delays to pass through the two downtown Nogales gates has led to a 30 percent decline in the number of people legally entering the United States between 2002 and 2011.","The paper concludes that fortifying the border will not provide a viable solution to undocumented migration or drug smuggling, and that these issues cannot be addressed by building more walls.",Weizman 2007:forward
snowball,W2005627013,"Student Im/mobility in Birzeit, Palestine",2009,10.1080/17450100802657947,journal_article,empirical_qualitative,"Palestine (West Bank, Birzeit)","Student mobilities in the West Bank are heavily impacted by Israeli occupation barriers, creating relative immobilities that shape experiences of home, place, and micropolitical responses.",0,0,0,2,no,neither,no,"Halper (2001, n.p.) uses the term 'Matrix of Control' to describe this state of affairs, a concept that is explicitly concerned with Palestinian immobility: 'The Matrix, an intricate and an interlocking series of control mechanisms, resembles the Japanese game of 'Go.' Instead of defeating your opponent as in chess, in 'Go' you win by immobilizing the other side, by gaining control of key points of a matrix, so that every time your opponent moves he or she encounters another obstacle.' || Weizman (2002) uses the phrase 'politics of verticality', to describe how three-dimensional space is crashed into six dimensions, three Jewish and three Arab... Rather, Weizman suggests the spatiality of occupation is 'Escher like', as Palestinians and Israeli spaces pass through, around, below and above one another: Israeli tunnels dive into Palestinians mountains; Palestinian dirt tracks pass beneath Israeli highways. || The immobilities students experience are relative not just to other peoples' mobility (e.g., Israeli settlers), but also to prior experiences of mobility (an 'else when') and to experiences of mobility in other spaces (an else where). Students experience the brute fact of their relative immobility through barriers that are material (checkpoints), legal-bureaucratic (the ID and permit system) and imaginative (e.g., Khader) in nature.","The paper highlights the work of human rights organizations (B'Tselem), activist groups (Machsom Watch), and Birzeit University's 'Right to Education Campaign' that monitor and challenge movement restrictions. It also notes that high-level diplomatic negotiations frequently include demands to reduce barriers to movement.",Weizman 2007:forward
snowball,W2793204012,"A Cartography of the Unknowable: Technology, Territory and Subterranean Agencies in Israel’s Management of the Gaza Tunnels",2020,10.1080/14650045.2017.1399878,journal_article,empirical_qualitative,Gaza/Israel,"The subterranean materiality of Gaza tunnels frustrates Israel's techno-scientific efforts to know and secure territory, destabilizing state sovereignty and risk management.",0,1,0,1,yes,both,no,"the tunnels are perceived as a serious threat by Israel’s strategic decision-makers because they are a technology of occlusion that makes use of the material properties of the earth to subvert the Israeli state’s apparatuses of surveillance and calculation to secure against danger. || the soil’s ability to obfuscate techniques through which data can be gathered, analysed and used to predict future threats profoundly alters the calculus through which the political logic of risk operates in a fundamental way. || This dual-use arrangement has made the tunnels a crucial infrastructure in maintaining Hamas’ viability as the political hegemon inside Gaza, both financially as a source of income to sustain its government, and militarily as a logistical conduit.","The paper references the Israeli State Comptroller's report criticizing political leadership for failing to act on tunnel intelligence, implying a need for better integration of intelligence and technology, but offers no explicit policy recommendations.",Weizman 2007:forward
snowball,W2796570705,"Israel's Biospatial Politics: Territory, Demography, and Effective Control",2018,10.1215/08992363-4310888,journal_article,theoretical,"Israel/Palestine (including West Bank, East Jerusalem, Negev, Galilee)",Israel's colonial project uses biospatial strategies—demographic classifications and land dispossession—to racialize space and maintain effective control over territory between the Jordan Valley and the Mediterranean.,0,2,1,2,no,neither,no,"The term biospatial denotes the deployment of such biotechniques to demarcate, control, manage, shape, and ascribe signification to space. || The algorithm developed by the CBS to distinguish between these two groups is based in part on where they live, namely, in a 'Jewish locality' or a 'non-Jewish' one. This suggests that race and space are mutually constitutive; biotechniques are used to produce a population's racial (and other) identity and in this way to racialize the inhabited space, while space itself helps determine the population's identity. || The CBS does not include these Bedouin villages in the count of localities and asks the people inhabiting them to indicate the name of their tribe instead of an address, thus revealing, yet again, the CBS's power of interpellation while severing the bio from space.",The paper critiques the 'good Israel/bad Israel' framing and argues that Israel's biospatial policies produce a single apartheid state. It implies that international support for Israel as a democracy is complicit in these policies.,Weizman 2007:forward
snowball,W3200983633,Drone Use for COVID-19 Related Problems: Techno-solutionism and its Societal Implications,2021,10.1111/1758-5899.13007,journal_article,theoretical,global,"The pandemic-driven use of drones by authorities creates a new socio-technical assemblage that accelerates regulatory processes, normalizes exceptionalism, and expands surveillance, with limited public contestation.",2,2,2,1,tangential,both,tangential,"Equipping drones with spraying functions is not a new attribute, as the technology has been used in a similar way for spraying pesticides at agricultural sites. Yet the objective of these spraying drones, namely, to disinfect public areas to avoid the spread of a virus, is an example of function expansion to face a new problem. || The recent drone use by national authorities has largely taken place without widespread contestation, unlike the public criticism we have seen towards contact tracing apps, which itself has led local and national governments to revert or revise decisions on these apps. || C-UAS technology is a surveillance system, which raises privacy concerns and can lead to psychological stress and to elevation of threat perception. It is part of a growing militarization of law enforcement and often takes civilian-military entanglements a step further.","The paper provides policy implications: accelerate regulation without reducing safety/privacy, continuously review ethical/legal implications of drone technology, involve public and civil society in regulation, and debate social/political impacts of technology.",Weizman 2007:forward
snowball,W2771924405,URBAN WARFARE ECOLOGY: A Study of Water Supply in Basrah,2018,,journal_article,case_study,"Basrah, Iraq","Protracted armed conflict and sanctions degrade urban water services through cumulative direct, indirect, and brain-drain impacts, requiring a shift from relief-rehabilitation-development models to sustained support within urban warfare biospheres.",2,0,0,2,yes,civil_to_military,yes,"'Dual-use' restrictions are particularly problematic for restoring water services. The impact in Gaza of the Israeli denial of a vast range of material deemed to serve military as well as civilian purposes is well-known to those agencies attempting emergency and development efforts there. || The analysis attributes a step-wise decline in service quality to a lack of water treatment chemicals, a lack of spare parts, and, primarily, an extended 'brain-drain' of qualified water service staff. || The urban warfare ecology lens is found to be a useful complement to 'infrastructural warfare' research, suggesting the study of protracted armed conflict upon all aspects of urban life be both deepened technically and broadened to other cases.","Calls for longer-term, flexible funding models and sustained technical support to local water operators, moving beyond the relief-rehabilitation-development (RRD) paradigm in chronic urban conflict settings.",Weizman 2007:forward
snowball,W1965549329,Performing colonial sovereignty and the Israeli ‘separation’ wall,2013,10.1080/13504630.2013.835514,journal_article,theoretical,Israel-Palestine,The Israeli separation wall performs colonial sovereignty by constructing a psychic border between civilized inside and uncivilized outside while also revealing internal contestations within the Israeli state.,0,0,0,2,no,neither,no,"The wall by no means represents a simple division of territory: it does not run along the 1967 borders (the 1949 Armistice line) that are internationally agreed upon as the basis for future peace settlement, and in fact, at 708 kilometres, the wall is more than double the length of the 'Green Line'. || As a performance of sovereignty, the way in which it encloses and 'blocks off' Palestinian presence can be read as immensely powerful. To 'disappear' the other, to create the demography desired is the ultimate expression of (bio-)sovereignty in the ethnic-exclusive state. || The wall both veils and partially constitutes 'the violent reality of a shifting colonial frontier' (Weizman, 2007, p. 179), and the 'us here'/'them there' ideology it supposedly performs is undermined by the settlement enterprise.","Critiques the wall's security discourse and separation ideology, arguing that it inhibits productive encounters and undermines Palestinian security; suggests a need to shift towards coexistence.",Weizman 2007:forward
snowball,W3012468770,Checkpoint Knowledge: Navigating the Tunnels and Al Walaja Checkpoints in the Occupied Palestinian Territories,2021,10.1080/14650045.2020.1737020,journal_article,empirical_qualitative,"West Bank, Occupied Palestinian Territories","Checkpoints are spatial political technologies that produce two mobility regimes—smooth for Jewish settlers and controlled for Palestinians—through low-tech design and arbitrary biopolitical categorization, which Palestinians navigate using 'checkpoint knowledge'.",0,1,0,0,no,neither,no,"As stated by Yael Berda (2018), the occupation regime should not be seen as a regime of rights but rather as a 'regime of privileges'. She explained that the Palestinian subject is dependent upon the goodwill of the ruler. || The decision of who is stopped and who can pass unhindered is thus made solely by the soldiers. || Palestinian commuters used various tactics based on their 'checkpoint knowledge' to try to make their passages as smooth as possible.","None explicitly, but the paper highlights the arbitrary and humiliating nature of checkpoints, implicitly calling for recognition of human rights violations.",Weizman 2007:forward
snowball,W2443456478,(Non)-lethality and war: tear gas as a weapon of governmental intervention,2016,10.1080/17539153.2016.1197626,journal_article,theoretical,global,"Tear gas is examined as a technology of governmentality, tracing its history from colonial to contemporary uses to reveal continuities in liberal power and the blurring of war and peace.",0,0,1,3,tangential,both,no,"In examining the history of tear gas, I argue that this technology has been complicit in the demarcation of this frontier and continues to participate in its delineation in the contemporary moment. || As Sloterdijk suggests, 'When the body of the enemy can no longer be liquidated with direct assault, the possibility presents itself to the attacker of making his existence impossible, by immersing the enemy in an unlivable milieu.' || The 'weaponization' – to use the words of the report – of tear gas as a tool of general repression, terrorising activists by launching tear gas at any time of day or night into their homes, is a manifestly different type of use that betrays a bellicose logic with the tools of domestic governance.","The paper critiques the normalisation of tear gas and calls for reflection on its use as a tool of governance that blurs war and peace, with implications for international law and policing.",Weizman 2007:forward
snowball,W1965195317,Kafka at the West Bank checkpoint: de-normalizing the Palestinian encounter before the law,2014,10.1080/17449855.2013.850245,journal_article,theoretical,"West Bank, Palestine/Israel","Alternative filmic representations of the West Bank checkpoint de-normalize the encounter, revealing it as a manifestation of Agamben's state of exception and sovereign law.",0,1,1,3,no,neither,no,"the checkpoint has emerged as a quintessential trope within the contemporary Palestinian imagination, to such an extent that 'checkpoint narratives' have arguably come to assume a dangerously 'normalized' status as everyday, even iconic features of Palestinian existence. || the article argues that apprehension of the enduring oddity and abnormality of the checkpoint serves as a vital mode of critical resistance to the policies of 'spatio-cide' 'securitization' and colonialism exercised at the hands of the State of Israel through the checkpoint mechanism. || the checkpoint operates as a physical manifestation of the 'state of exception' exercised by Israel as 'sovereign law', according to which the Palestinian subject is reduced to the status of 'homo sacer'",Suggests that de-normalization of checkpoint narratives is a form of resistance; references BDS movement in notes.,Weizman 2007:forward
snowball,W2262313377,Arrested in Place: Palestinian Children and Families at the Border,,,book_chapter,empirical_qualitative,"occupied Palestinian territories (West Bank, Gaza, East Jerusalem)","Explores how Palestinian children and families experience visible and invisible borders under Israeli occupation, revealing how these borders restrict movement and arrest them in place, while also demonstrating resilience and resistance.",0,0,0,1,no,neither,no,"These policies contribute to what Halper (2000) has termed Israel's ‘matrix of control’, which is the practice of cultivating artificial borders, limiting movement within and across borders, and effectively suppressing everyday life within the oPt. || the ‘hollowing’ of Palestinian land (Weizman, 2007) creates new facts on the ground that mark Israel’s presence and re-signifies Palestinian territory as belonging to Israel. || Abu-Majd remarked: ‘Our children are used to living like anyone who is in prison. You see our house is covered with these bars?’",None,Weizman 2007:forward
snowball,W2489683967,The security-threat-community,2017,10.1080/13604813.2017.1412598,journal_article,case_study,"Belfast, Northern Ireland","Examines how Troubles-era social-housing redevelopment in Belfast became an instrument of security policy, creating the 'security-threat-community' where housing need was subordinated to military threat assessment.",2,2,2,2,yes,civil_to_military,yes,"The paper makes visible the sophisticated socio-material effects of these operations and illustrates how they remain embedded within contemporary community structures. The paper concludes by reflecting on how this permits conflict-era forces to remain active, but largely unacknowledged, within the post-conflict era.","Argues for a 'revaluing of the value' of conflict-architecture within post-conflict policy frameworks, noting that the Together: Building a United Community Strategy fails to recognise the security-threat-community as a legacy of conflict. Recommends cross-departmental political process to address the hidden spatial divisions.",Weizman 2007:forward
snowball,W2464707225,Non-state space: the strategic ejection of dangerous and high maintenance urban space,2017,10.1080/21622671.2016.1220868,journal_article,theoretical,Northern Ireland (UK) and Mexico City (Mexico),"The paper introduces the concept of 'autotomic space' to describe how state, policing, and citizen strategies strategically eject dangerous or high-maintenance urban spaces to minimize costs and maintain the integrity of the remaining city.",0,0,0,3,no,neither,no,"autotomic in nature – spaces that are ejected in order to avoid losses or further damage to the body politic of the city in ways akin to the response of certain animals that protect themselves from predation by shedding a limb or body part. || we have sought to develop understandings of public space and city/neighbourhood governance using this metaphor of ejection as a kind of strategic reflex action by threatened governments, citizens and private service providers. || The no-go area thus exemplifies not only resistance to authority as is commonly understood, but also the deployment of a kind of power that stems from disregard.",The paper critiques autotomic strategies as deepening inequality and spatial injustice but does not offer explicit policy recommendations; it calls for recognizing the paradoxical nature of control through abandonment.,Weizman 2007:forward
snowball,W2808771424,Crafting and reinforcing the state through security privatisation: territorialisation as a public–private state project in East Jerusalem,2019,10.1080/10439463.2018.1489396,journal_article,empirical_qualitative,"East Jerusalem, Israel/Palestine","Security privatisation can reinforce state territorialisation by enabling unequal protection and evading accountability, as shown in Jewish-Israeli settlement compounds in East Jerusalem.",0,0,0,3,no,neither,no,"In this article, I seek to extend our understanding of the state’s changing role in policing and the enmeshing of state and non-state security actors through an exploration of the new public–private security configurations around East Jerusalem’s settlement compounds. || I suggest that the governmental policy of encompassing East Jerusalem into the state’s fold, despite legal, diplomatic and public opinion limitations, was pursued through a solution found on the private market. || Weizman (2007) explored how different forms of Israeli rule inscribe themselves in space, positing that the Israeli architecture in Jerusalem simultaneously embodied and rejected the old Palestinian cityscape (2007, p.43–44). Likewise, the sight of Jewish-Israeli settlement compounds – Palestinian houses transformed into urban fortresses and topped by towering flags – mirrors the ambivalence towards the indigenous Palestinian design and its competition with the thrust towards modernity and distinguishability.","The paper argues that security privatisation allows states to evade accountability and deflect legal challenges, with implications for human rights and democratic governance. It highlights the need for greater transparency and accountability in public-private security arrangements.",Weizman 2007:forward
snowball,W1487113999,"Necronationalism: managing race, death and the nation's skeletons",2015,10.1080/13504630.2015.1041014,journal_article,theoretical,Palestine/Israel (Jerusalem),"Settler colonial nation-building in Israel/Palestine operates through the management of dead Indigenous bodies, a practice termed 'necronationalism' that extends necropower beyond life to govern the conditions of life after death.",0,1,0,2,no,neither,no,"The capacity to govern life after death is still firmly rooted in the reach of colonial power, and that by attending to the excavation and erasure of Mamilla Cemetery's deceased Palestinian subjects, we see a particular configuration of sovereignty defined through a calculus of absence. || Necronationalism signals attention to practices of settler colonial nation-building organized around the colonial management of dead racial (Indigenous) subjects through the strategic displacement of their corporeality. || What we see emerging in this particular instance of necronationalism is a practice of national memory formation built upon the management of death and its artifacts.",None,Weizman 2007:forward
snowball,W2057355798,No Way Through: approaching the West Bank checkpoint,2014,10.1080/17449855.2013.850250,journal_article,theoretical,"West Bank, Palestine/Israel","Examines how cultural narratives use proxy crossings at the West Bank checkpoint to generate empathy and solidarity with Palestinians, while also exposing the limits of substitution.",0,0,0,1,no,neither,no,"This highly visible instance of the global checkpoint is the site of a spectacular confrontation between opposing notions of safety, embodied in the encounter between the Israeli soldier guarding the checkpoint and the Palestinian who seeks to pass through it. || the occupation's matrix of concrete and control; the settlements, the roads, the 'terminals', and the Wall going up were like a net thrown out over the hills and valleys of the West Bank, and the Palestinian areas choked in between. || The checkpoint thus becomes a site of political conversion, a site where the protagonist, standing in for the reader or viewer, can be persuaded to stand in solidarity with Palestinians.",None explicitly; implies cultural advocacy can influence public opinion on the occupation.,Weizman 2007:forward
